a1,a5a,DR,a10,a12,a15_rec,a16,taille_menage,g01bis,g02bis,g04bis,g05bis,g06bis,g07bis,g08bis,g09bis,g11bis,g12bis,g12_autre,g10bis,g13bis,g14bis,g16bis,g19bis,g19_autre_a_preciser,g03_unitbis,g03_dureebis,g15_unitbis,g15_dureebis,poids,strate
DAKAR,04607,046,Chef de menage,Feminin,35-39ans,Wolof, 6 à 10 personnes,Oui,Réseau électrique national de la SENELEC,,Plusieurs fois par semaine,3,Plus de 6 heures,Restée la même,Lampe rechargeable,Oui,,,Non,,,Transport public Ndiaga ndiaye ou car rapide,Perte de temps,,NSP,99,,,677.1326293945313,Dakar urbain
DAKAR,04609,046,Chef de menage,Masculi,35-39ans,Wolof, 10 à 15 personnes,Oui,Réseau électrique national de la SENELEC,,Rarement,4,Plus de 6 heures,Diminué,Torche,Oui,,,Non,,,La voiture/vehicule personnel,Trop dangereux,,NSP,99,,,677.1326293945313,Dakar urbain
DAKAR,04611,046,Enfant biologiqueAdopte,Masculi,20-24ans,Wolof, 6 à 10 personnes,Oui,Réseau électrique national de la SENELEC,,Plusieurs fois par semaine,3,Entre 30 minutes et 1 heure,Diminué,Torche,Oui,,,Non,,,Transport public TaTa,Manque de fiabilité des services de transport public,,NSP,99,,,677.1326293945313,Dakar urbain
DAKAR,04702,047,Enfant biologiqueAdopte,Feminin,35-39ans,Wolof, au plus 5 personnes,Oui,Réseau électrique national de la SENELEC,,Chaque jour,3,Entre 2 et 6 heures,Diminué,Torche,Oui,,,Non,,,Transport public TaTa,Attente trop longue,,NSP,99,,,827.884765625,Dakar urbain
DAKAR,04703,047,Enfant biologiqueAdopte,Feminin,40-44ans,Wolof, 10 à 15 personnes,Oui,Réseau électrique national de la SENELEC,,Plusieurs fois par semaine,5,Plus de 6 heures,Restée la même,Bougies,Oui,,,Non,,,Transport public Ndiaga ndiaye ou car rapide,Perte de temps,,NSP,99,,,827.884765625,Dakar urbain
DAKAR,04708,047,EpouseEpoux,Feminin,20-24ans,Wolof, au plus 5 personnes,Oui,Réseau électrique national de la SENELEC,,Rarement,0,Entre 30 minutes et 1 heure,Augmenté,Bougies,Oui,,,Non,,,Le trekking/marche/à pied,Prix trop élevé,,NSP,99,,,827.884765625,Dakar urbain
DAKAR,04709,047,Enfant biologiqueAdopte,Feminin,35-39ans,Wolof, au plus 5 personnes,Oui,Réseau électrique national de la SENELEC,,Plusieurs fois par mois,2,Entre 30 minutes et 1 heure,Diminué,Torche,Oui,,,Oui,,,Transport public Ndiaga ndiaye ou car rapide,Trop dangereux,,NSP,99,,,827.884765625,Dakar urbain
DAKAR,04711,047,Enfant biologiqueAdopte,Feminin,20-24ans,Wolof, au plus 5 personnes,Oui,Réseau électrique national de la SENELEC,,Rarement,3,Entre 30 minutes et 1 heure,Diminué,Bougies,Oui,,,Oui,,,Transport public TaTa,Manque de place/surcharge,,NSP,99,,,827.884765625,Dakar urbain
DAKAR,04712,047,EpouseEpoux,Feminin,30-34ans,Wolof, 10 à 15 personnes,Oui,Réseau électrique national de la SENELEC,,Chaque jour,2,Entre 30 minutes et 1 heure,Diminué,Bougies,Oui,,,Oui,,,Transport public Ndiaga ndiaye ou car rapide,Attente trop longue,,NSP,99,,,827.884765625,Dakar urbain
DAKAR,04803,048,Chef de menage,Feminin,35-39ans,Halpulaar, 10 à 15 personnes,Oui,Réseau électrique national de la SENELEC,,Plusieurs fois par semaine,7,Entre 30 minutes et 1 heure,Augmenté,Lampe rechargeable,Oui,,,Non,,,Transport public TaTa,Manque de place/surcharge,,NSP,99,,,916.2943115234375,Dakar urbain
DAKAR,04805,048,Chef de menage,Masculi,35-39ans,Wolof, 10 à 15 personnes,Oui,Réseau électrique national de la SENELEC,,Plusieurs fois par semaine,3,Moins de 30 minutes,Diminué,Bougies,Oui,,,Non,,,La moto/le scooter/taxi jakarta,Prix trop élevé,,NSP,99,,,916.2943115234375,Dakar urbain
DAKAR,04806,048,Chef de menage,Feminin,30-34ans,Wolof, au plus 5 personnes,Oui,Réseau électrique national de la SENELEC,,Plusieurs fois par semaine,5,Moins de 30 minutes,Augmenté,Torche,Oui,,,Oui,,,Transport public TaTa,Manque de place/surcharge,,NSP,99,,,916.2943115234375,Dakar urbain
DAKAR,04807,048,Enfant biologiqueAdopte,Feminin,20-24ans,Wolof, au plus 5 personnes,Oui,Réseau électrique national de la SENELEC,,Plusieurs fois par semaine,2,Moins de 30 minutes,Diminué,Bougies,Oui,,,Non,,,Transport public TaTa,Trop dangereux,,NSP,99,,,916.2943115234375,Dakar urbain
DAKAR,04808,048,Chef de menage,Feminin,30-34ans,Wolof, 6 à 10 personnes,Oui,Réseau électrique national de la SENELEC,,Plusieurs fois par semaine,2,Moins de 30 minutes,Restée la même,Torche,Oui,,,Non,,,Transport public TaTa,Prix trop élevé,,NSP,99,,,916.2943115234375,Dakar urbain
DAKAR,04809,048,Chef de menage,Masculi,35-39ans,Wolof, au plus 5 personnes,Oui,Réseau électrique national de la SENELEC,,Plusieurs fois par semaine,4,Moins de 30 minutes,Restée la même,Bougies,Oui,,,Oui,,,Transport public TaTa,Attente trop longue,,NSP,99,,,916.2943115234375,Dakar urbain
DAKAR,04810,048,Chef de menage,Masculi,60-64ans,Serere, au plus 5 personnes,Oui,Réseau électrique national de la SENELEC,,Plusieurs fois par mois,3,Moins de 30 minutes,Diminué,Bougies,Oui,,,Non,,,Transport public TaTa,Aucune repproche,,NSP,99,,,916.2943115234375,Dakar urbain
DAKAR,04903,049,Chef de menage,Feminin,20-24ans,Sarakhole, 6 à 10 personnes,Oui,Réseau électrique national de la SENELEC,,Plusieurs fois par semaine,5,Entre 2 et 6 heures,Augmenté,Bougies,Oui,,,Non,,,Transport public TaTa,"Indicipline conducteur, apprenti/receveur",,NSP,99,,,804.094970703125,Dakar urbain
DAKAR,04905,049,EpouseEpoux,Feminin,35-39ans,Wolof, au plus 5 personnes,Oui,Réseau électrique national de la SENELEC,,Plusieurs fois par semaine,6,Moins de 30 minutes,Diminué,Lampe rechargeable,Oui,,,Oui,,,Transport public TaTa,Prix trop élevé,,NSP,99,,,804.094970703125,Dakar urbain
DAKAR,04907,049,Chef de menage,Feminin,30-34ans,Wolof, au plus 5 personnes,Oui,Réseau électrique national de la SENELEC,,Plusieurs fois par semaine,3,Entre 30 minutes et 1 heure,Augmenté,Bougies,Oui,,,Non,,,Transport public TaTa,Autre,,NSP,99,,,804.094970703125,Dakar urbain
DAKAR,05001,050,EpouseEpoux,Feminin,35-39ans,Wolof, au plus 5 personnes,Oui,Réseau électrique national de la SENELEC,,Plusieurs fois par semaine,6,Entre 30 minutes et 1 heure,Diminué,Bougies,Oui,,,Oui,,,Transport public TaTa,Aucune desserte,,NSP,99,,,858.7422485351563,Dakar urbain
DAKAR,05002,050,Enfant biologiqueAdopte,Feminin,20-24ans,Wolof, 10 à 15 personnes,Oui,Réseau électrique national de la SENELEC,,Plusieurs fois par semaine,2,Entre 1 et 2 heures,Augmenté,Bougies,Oui,,,Oui,,,Transport public Ndiaga ndiaye ou car rapide,Perte de temps,,NSP,99,,,858.7422485351563,Dakar urbain
DAKAR,05003,050,Enfant biologiqueAdopte,Masculi,14-17ans,Wolof, 10 à 15 personnes,Oui,Réseau électrique national de la SENELEC,,Plusieurs fois par semaine,3,Moins de 30 minutes,Diminué,Bougies,Oui,,,Non,,,Transport public Ndiaga ndiaye ou car rapide,Perte de temps,,NSP,99,,,858.7422485351563,Dakar urbain
DAKAR,05004,050,EpouseEpoux,Feminin,65-69ans,Sarakhole, 6 à 10 personnes,Oui,Réseau électrique national de la SENELEC,,Plusieurs fois par semaine,3,Entre 1 et 2 heures,Diminué,Bougies,Oui,,,Non,,,Transport public TaTa,Perte de temps,,NSP,99,,,858.7422485351563,Dakar urbain
DAKAR,05005,050,EpouseEpoux,Feminin,40-44ans,Halpulaar, 10 à 15 personnes,Oui,Réseau électrique national de la SENELEC,,Plusieurs fois par semaine,6,Entre 2 et 6 heures,Restée la même,Bougies,Oui,,,Oui,,,Transport public TaTa,"Indicipline conducteur, apprenti/receveur",,NSP,99,,,858.7422485351563,Dakar urbain
DAKAR,05008,050,Chef de menage,Masculi,25-29ans,Halpulaar, 6 à 10 personnes,Oui,Réseau électrique national de la SENELEC,,Plusieurs fois par semaine,7,Entre 30 minutes et 1 heure,Restée la même,Lampe rechargeable,Oui,,,Non,,,Transport public TaTa,Perte de temps,,NSP,99,,,858.7422485351563,Dakar urbain
DAKAR,05010,050,Chef de menage,Masculi,40-44ans,Halpulaar, 6 à 10 personnes,Oui,Réseau électrique national de la SENELEC,,Plusieurs fois par semaine,7,Entre 1 et 2 heures,Augmenté,Bougies,Oui,,,Non,,,Transport public TaTa,Perte de temps,,NSP,99,,,858.7422485351563,Dakar urbain
DAKAR,05102,051,Chef de menage,Masculi,40-44ans,Wolof, 10 à 15 personnes,Oui,Réseau électrique national de la SENELEC,,Rarement,0,Moins de 30 minutes,Restée la même,Bougies,Oui,,,Oui,,,Transport public TaTa,Aucune repproche,,NSP,99,,,743.1787109375,Dakar urbain
DAKAR,05108,051,Enfant biologiqueAdopte,Feminin,25-29ans,Wolof, au plus 5 personnes,Oui,Réseau électrique national de la SENELEC,,Rarement,0,Entre 1 et 2 heures,Restée la même,Bougies,Oui,,,Oui,,,Taxi clando,Aucune desserte,,NSP,99,,,743.1787109375,Dakar urbain
DAKAR,05109,051,EpouseEpoux,Feminin,50-54ans,Wolof, 6 à 10 personnes,Oui,Réseau électrique national de la SENELEC,,Rarement,3,Entre 1 et 2 heures,Diminué,Bougies,Oui,,,Oui,,,Transport public TaTa,Autre,,NSP,99,,,743.1787109375,Dakar urbain
ZIGUINCHOR,05210,052,Chef de menage,Masculi,60-64ans,Manding, 10 à 15 personnes,Oui,Réseau électrique national de la SENELEC,,Rarement,1,Entre 2 et 6 heures,Diminué,Bougies,Oui,,,Oui,,,La moto/le scooter/taxi jakarta,Aucune repproche,,NSP,99,,,1884.417114257813,Rural
ZIGUINCHOR,05306,053,S?urFrere,Feminin,50-54ans,Soce, 6 à 10 personnes,Oui,Réseau électrique national de la SENELEC,,Rarement,1,Entre 2 et 6 heures,Diminué,Bougies,Oui,,,Non,,,Transport public TaTa,Trop dangereux,,NSP,99,,,823.0040283203125,Autres urbains
ZIGUINCHOR,05308,053,Enfant biologiqueAdopte,Feminin,25-29ans,Soce, 6 à 10 personnes,Oui,Réseau électrique national de la SENELEC,,Rarement,0,Moins de 30 minutes,Diminué,Bougies,Oui,,,Non,,,Le trekking/marche/à pied,Perte de temps,,NSP,99,,,823.0040283203125,Autres urbains
ZIGUINCHOR,05401,054,Chef de menage,Feminin,55-59ans,Manding, au plus 5 personnes,Oui,Réseau électrique national de la SENELEC,,Rarement,1,Entre 30 minutes et 1 heure,Diminué,Bougies,Oui,,,Non,,,La moto/le scooter/taxi jakarta,Aucune repproche,,NSP,99,,,611.30810546875,Autres urbains
ZIGUINCHOR,05402,054,Chef de menage,Masculi,65-69ans,Bambara, 10 à 15 personnes,Oui,Réseau électrique national de la SENELEC,,Rarement,7,Entre 1 et 2 heures,Diminué,Bougies,Oui,,,Oui,,,Transport public TaTa,Manque de place/surcharge,,NSP,99,,,611.30810546875,Autres urbains
ZIGUINCHOR,05406,054,EpouseEpoux,Feminin,25-29ans,Sarakhole, 10 à 15 personnes,Oui,Réseau électrique national de la SENELEC,,Rarement,2,Moins de 30 minutes,Diminué,Bougies,Oui,,,Non,,,Le trekking/marche/à pied,Manque de place/surcharge,,NSP,99,,,611.30810546875,Autres urbains
ZIGUINCHOR,05408,054,Chef de menage,Masculi,25-29ans,Halpulaar, au plus 5 personnes,Oui,Réseau électrique national de la SENELEC,,Rarement,0,Entre 30 minutes et 1 heure,Diminué,Bougies,Oui,,,Non,,,La moto/le scooter/taxi jakarta,Trop dangereux,,NSP,99,,,611.30810546875,Autres urbains
ZIGUINCHOR,05410,054,EpouseEpoux,Feminin,25-29ans,Wolof, au plus 5 personnes,Oui,Réseau électrique national de la SENELEC,,Rarement,0,Entre 30 minutes et 1 heure,Diminué,Bougies,Oui,,,Non,,,Le trekking/marche/à pied,Attente trop longue,,NSP,99,,,611.30810546875,Autres urbains
ZIGUINCHOR,05501,055,Enfant biologiqueAdopte,Feminin,45-49ans,Wolof, 6 à 10 personnes,Oui,Réseau électrique national de la SENELEC,,Plusieurs fois par mois,0,Moins de 30 minutes,Diminué,Bougies,Oui,,,Non,,,Le trekking/marche/à pied,Trop dangereux,,NSP,99,,,763.6321411132813,Autres urbains
ZIGUINCHOR,05601,056,EpouseEpoux,Feminin,25-29ans,Halpulaar, 10 à 15 personnes,Oui,Réseau électrique national de la SENELEC,,Rarement,3,Entre 1 et 2 heures,Diminué,Bougies,Oui,,,Non,,,Transport public Ndiaga ndiaye ou car rapide,Prix trop élevé,,NSP,99,,,1632.982543945313,Rural
ZIGUINCHOR,05609,056,Enfant biologique/Adopte,Feminin,20-24ans,Diola, au plus 5 personnes,Oui,Réseau électrique national de la SENELEC,,Rarement,1,Entre 2 et 6 heures,Diminué,Torche,Oui,,,Non,,,Le trekking/marche/à pied,Aucune repproche,,NSP,99,,,1632.982543945313,Rural
DIOURBEL,05701,057,Chef de menage,Masculi,55-59ans,Wolof, 6 à 10 personnes,Oui,Réseau électrique national de la SENELEC,,Rarement,2,Moins de 30 minutes,Diminué,Autre,Oui,,,Non,,,La voiture/vehicule personnel,Manque de fiabilité des services de transport public,,NSP,99,,,790.8388061523438,Autres urbains
DIOURBEL,05702,057,Autre Parent,Feminin,40-44ans,Wolof, au plus 5 personnes,Oui,Réseau électrique national de la SENELEC,,Plusieurs fois par mois,0,Moins de 30 minutes,Restée la même,Bougies,Oui,,,Non,,,L'âne/charrette (tirée a la main ou par animal),Prix trop élevé,,NSP,99,,,790.8388061523438,Autres urbains
DIOURBEL,05703,057,Chef de menage,Feminin,30-34ans,Wolof, 6 à 10 personnes,Oui,Réseau électrique national de la SENELEC,,Plusieurs fois par semaine,4,Entre 30 minutes et 1 heure,Augmenté,Bougies,Oui,,,Non,,,Le trekking/marche/à pied,Aucune desserte,,NSP,99,,,790.8388061523438,Autres urbains
DIOURBEL,05707,057,EpouseEpoux,Feminin,25-29ans,Wolof, au plus 5 personnes,Oui,Réseau électrique national de la SENELEC,,Plusieurs fois par semaine,3,Entre 2 et 6 heures,Augmenté,Bougies,Oui,,,Non,,,L'âne/charrette (tirée a la main ou par animal),Perte de temps,,NSP,99,,,790.8388061523438,Autres urbains
DIOURBEL,05801,058,EpouseEpoux,Feminin,20-24ans,Wolof, 10 à 15 personnes,Oui,Réseau électrique national de la SENELEC,,Rarement,3,Plus de 6 heures,Augmenté,Bougies,Oui,,,Non,,,L'âne/charrette (tirée a la main ou par animal),Aucune desserte,,NSP,99,,,1664.672119140625,Rural
DIOURBEL,05902,059,Beau-FilsBelle-Fille,Feminin,25-29ans,Wolof, 10 à 15 personnes,Oui,Réseau électrique national de la SENELEC,,Chaque jour,7,Plus de 6 heures,Restée la même,Torche,Oui,,,Oui,,,La moto/le scooter/taxi jakarta,Prix trop élevé,,NSP,99,,,855.6905517578125,Autres urbains
DIOURBEL,05903,059,Beau-FilsBelle-Fille,Feminin,30-34ans,Wolof, 10 à 15 personnes,Oui,Réseau électrique national de la SENELEC,,Plusieurs fois par semaine,2,Plus de 6 heures,Augmenté,Bougies,Oui,,,Non,,,L'âne/charrette (tirée a la main ou par animal),Aucune desserte,,NSP,99,,,855.6905517578125,Autres urbains
DIOURBEL,05907,059,EpouseEpoux,Feminin,40-44ans,Wolof, 6 à 10 personnes,Oui,Réseau électrique national de la SENELEC,,Plusieurs fois par semaine,3,Plus de 6 heures,Augmenté,Torche,Oui,,,Non,,,L'âne/charrette (tirée a la main ou par animal),Attente trop longue,,NSP,99,,,855.6905517578125,Autres urbains
DIOURBEL,06010,060,EpouseEpoux,Feminin,25-29ans,Wolof, 10 à 15 personnes,Oui,Réseau électrique national de la SENELEC,,Chaque jour,3,Moins de 30 minutes,Diminué,Lampe rechargeable,Oui,,,Non,,,L'âne/charrette (tirée a la main ou par animal),"Indicipline conducteur, apprenti/receveur",,NSP,99,,,804.592529296875,Autres urbains
DIOURBEL,06301,063,Chef de menage,Feminin,45-49ans,Wolof, 6 à 10 personnes,Oui,Réseau électrique national de la SENELEC,,Plusieurs fois par mois,7,Entre 30 minutes et 1 heure,Restée la même,Lampe rechargeable,Oui,,,Non,,,Transport public TaTa,"Indicipline conducteur, apprenti/receveur",,NSP,99,,,1572.501708984375,Rural
DIOURBEL,06302,063,Petit-enfant,Feminin,20-24ans,Wolof, 10 à 15 personnes,Oui,Réseau électrique national de la SENELEC,,Rarement,0,Moins de 30 minutes,Augmenté,Bougies,Oui,,,Non,,,L'âne/charrette (tirée a la main ou par animal),Trop dangereux,,NSP,99,,,1572.501708984375,Rural
DIOURBEL,06303,063,Enfant biologiqueAdopte,Masculi,25-29ans,Wolof, 6 à 10 personnes,Oui,Réseau électrique national de la SENELEC,,Plusieurs fois par semaine,4,Moins de 30 minutes,Augmenté,Torche,Oui,,,Non,,,Transport public TaTa,Trop dangereux,,NSP,99,,,1572.501708984375,Rural
DIOURBEL,06306,063,Autre personne non apparentee,Feminin,18-19ans,Wolof, 6 à 10 personnes,Oui,Réseau électrique national de la SENELEC,,Plusieurs fois par semaine,4,Entre 1 et 2 heures,Augmenté,Bougies,Oui,,,Oui,,,Transport public TaTa,Perte de temps,,NSP,99,,,1572.501708984375,Rural
DIOURBEL,06307,063,Autre personne non apparentee,Feminin,20-24ans,Wolof, 6 à 10 personnes,Oui,Réseau électrique national de la SENELEC,,Chaque jour,4,Entre 2 et 6 heures,Augmenté,Bougies,Oui,,,Non,,,Le trekking/marche/à pied,"Indicipline conducteur, apprenti/receveur",,NSP,99,,,1572.501708984375,Rural
DIOURBEL,06309,063,Autre Parent,Feminin,35-39ans,Wolof, 10 à 15 personnes,Oui,Réseau électrique national de la SENELEC,,Plusieurs fois par semaine,3,Entre 30 minutes et 1 heure,Diminué,Torche,Oui,,,Oui,,,Transport Dakar Dem Dikk,Aucune repproche,,NSP,99,,,1572.501708984375,Rural
DIOURBEL,06310,063,Enfant biologiqueAdopte,Feminin,18-19ans,Wolof, 6 à 10 personnes,Oui,Réseau électrique national de la SENELEC,,Plusieurs fois par semaine,4,Entre 30 minutes et 1 heure,Restée la même,Torche,Oui,,,Non,,,Transport public Ndiaga ndiaye ou car rapide,Prix trop élevé,,NSP,99,,,1572.501708984375,Rural
DIOURBEL,06312,063,Beau-PereBelle-Mere,Feminin,60-64ans,Wolof, 6 à 10 personnes,Oui,Réseau électrique national de la SENELEC,,Plusieurs fois par semaine,1,Entre 1 et 2 heures,Diminué,Bougies,Oui,,,Non,,,L'âne/charrette (tirée a la main ou par animal),"Indicipline conducteur, apprenti/receveur",,NSP,99,,,1572.501708984375,Rural
DIOURBEL,06502,065,EpouseEpoux,Feminin,30-34ans,Wolof, 10 à 15 personnes,Oui,Réseau électrique national de la SENELEC,,Plusieurs fois par mois,0,Entre 1 et 2 heures,Restée la même,Bougies,Oui,,,Non,,,La voiture/vehicule personnel,"Indicipline conducteur, apprenti/receveur",,NSP,99,,,1712.33740234375,Rural
DIOURBEL,06503,065,Beau-FrereBelle-S?ur,Feminin,25-29ans,Wolof, 6 à 10 personnes,Oui,Réseau électrique national de la SENELEC,,Plusieurs fois par mois,4,Entre 30 minutes et 1 heure,Diminué,Bougies,Oui,,,Non,,,Transport public TaTa,"Indicipline conducteur, apprenti/receveur",,NSP,99,,,1712.33740234375,Rural
DIOURBEL,06505,065,Beau-FilsBelle-Fille,Feminin,20-24ans,Wolof, 10 à 15 personnes,Oui,Réseau électrique national de la SENELEC,,Chaque jour,4,Entre 30 minutes et 1 heure,Diminué,Lampe rechargeable,Oui,,,Oui,,,L'âne/charrette (tirée a la main ou par animal),Manque de place/surcharge,,NSP,99,,,1712.33740234375,Rural
DIOURBEL,06602,066,Chef de menage,Masculi,30-34ans,Wolof, au plus 5 personnes,Oui,Réseau électrique national de la SENELEC,,Rarement,2,Entre 1 et 2 heures,Diminué,Bougies,Oui,,,Oui,,,L'âne/charrette (tirée a la main ou par animal),Manque de place/surcharge,,NSP,99,,,1875.208251953125,Rural
DIOURBEL,06606,066,EpouseEpoux,Feminin,40-44ans,Wolof, 6 à 10 personnes,Oui,Réseau électrique national de la SENELEC,,Rarement,1,Moins de 30 minutes,Augmenté,Autre,Oui,,,Non,,,Le trekking/marche/à pied,Aucune repproche,,NSP,99,,,1875.208251953125,Rural
DIOURBEL,06608,066,Chef de menage,Masculi,55-59ans,Wolof, 10 à 15 personnes,Oui,Réseau électrique national de la SENELEC,,Rarement,0,Entre 30 minutes et 1 heure,Diminué,Bougies,Oui,,,Non,,,L'âne/charrette (tirée a la main ou par animal),Trop dangereux,,NSP,99,,,1875.208251953125,Rural
DIOURBEL,06609,066,EpouseEpoux,Feminin,25-29ans,Wolof, 10 à 15 personnes,Oui,Réseau électrique national de la SENELEC,,Rarement,0,Entre 30 minutes et 1 heure,Augmenté,Torche,Oui,,,Non,,,L'âne/charrette (tirée a la main ou par animal),Perte de temps,,NSP,99,,,1875.208251953125,Rural
SAINT-LOUIS,06703,067,Beau-FilsBelle-Fille,Feminin,25-29ans,Wolof, 10 à 15 personnes,Oui,Réseau électrique national de la SENELEC,,Chaque jour,3,Entre 30 minutes et 1 heure,Augmenté,Bougies,Oui,,,Oui,,,Le trekking/marche/à pied,Aucune repproche,,NSP,99,,,803.9756469726563,Autres urbains
SAINT-LOUIS,06705,067,Chef de menage,Masculi,45-49ans,Wolof, 6 à 10 personnes,Oui,Réseau électrique national de la SENELEC,,Rarement,1,Entre 30 minutes et 1 heure,Augmenté,Bougies,Oui,,,Oui,,,Taxi clando,Aucune repproche,,NSP,99,,,803.9756469726563,Autres urbains
SAINT-LOUIS,06706,067,Enfant biologiqueAdopte,Masculi,20-24ans,Wolof, 6 à 10 personnes,Oui,Réseau électrique national de la SENELEC,,Rarement,2,Entre 1 et 2 heures,Restée la même,Bougies,Oui,,,Oui,,,Taxi clando,Aucune repproche,,NSP,99,,,803.9756469726563,Autres urbains
SAINT-LOUIS,06712,067,EpouseEpoux,Feminin,35-39ans,Wolof, 10 à 15 personnes,Oui,Réseau électrique national de la SENELEC,,Plusieurs fois par semaine,6,Entre 30 minutes et 1 heure,Augmenté,Torche,Oui,,,Oui,,,Le trekking/marche/à pied,Trop dangereux,,NSP,99,,,803.9756469726563,Autres urbains
SAINT-LOUIS,06803,068,Chef de menage,Feminin,45-49ans,Wolof, 10 à 15 personnes,Oui,Réseau électrique national de la SENELEC,,Chaque jour,6,Entre 2 et 6 heures,Diminué,Lampe rechargeable,Oui,,,Non,,,L'âne/charrette (tirée a la main ou par animal),Prix trop élevé,,NSP,99,,,705.4562377929688,Autres urbains
